13.506517	43.624767
12.634797	41.446858
16.866033	41.140206
9.114200	39.210100
8.308100	39.143600
11.789647	42.093958
17.137056	39.083581
15.093800	37.498000
13.589736	41.209992
8.925500	44.410100
15.193272	38.784029
8.018800	43.876900
15.501567	42.118881
12.604400	35.499800
9.857600	44.096600
10.299339	43.546286
10.238333	42.742633
15.563500	38.196300
14.269200	40.839700
14.414861	42.355900
18.496900	40.146400
13.371300	38.121400
13.526840	37.285760
15.275292	40.029911
12.965589	40.895178
8.403900	40.842200
12.282936	44.492075
15.648917	38.121719
14.750839	40.676642
13.889758	42.955122
13.076456	37.504542
17.223764	40.475603
13.756100	45.654400
12.426528	45.418219
16.177011	41.888083
144.290000	44.020000
-2.080000	57.140000
131.410000	31.580000
-89.838128	13.573792
-99.903000	16.837933
-74.418300	39.355000
-74.418300	39.355000
-8.398889	43.364444
-176.632000	51.863000
-176.632000	51.863000
56.585562	-10.345592
22.080000	38.260000
8.760000	41.920000
8.760000	41.920000
-0.477778	38.338333
-0.481389	38.338889
-154.248100	56.897500
-154.248100	56.897500
-122.298000	37.772000
-3.033732	35.938903
-8.260396	37.082540
3.138980	39.834560
-62.320000	82.490000
29.884913	31.212396
-5.398380	36.177000
-2.484722	36.832222
-2.478350	36.830020
-169.920900	-19.052700
-95.755950	18.766150
-95.755950	18.766150
-64.920000	18.335000
-64.920000	18.335000
32.391750	41.744358
128.183330	-3.683333
-149.888000	61.238000
-149.888000	61.238000
-73.833057	-41.867399
-73.833057	-41.867399
16.150000	69.316667
30.612610	36.835537
-70.404624	-23.654215
-70.404624	-23.654215
-84.982000	29.727000
-84.982000	29.727000
-91.338100	29.449600
-91.338100	29.449600
-66.702400	18.480500
-66.702400	18.480500
-1.163550	44.665000
-1.163550	44.665000
-123.705000	38.913000
-123.705000	38.913000
-70.323230	-18.475800
-70.323230	-18.475800
16.960556	58.484167
-13.530060	28.971880
-8.869385	37.295569
34.626447	31.796269
59.570000	21.850000
-123.767000	46.208000
-123.767000	46.208000
-174.173000	52.231700
174.786500	-36.831400
-4.537200	48.021600
-4.537200	48.021600
-2.730000	51.500000
-9.890000	54.253000
-90.283000	-0.433000
-76.578000	39.267000
-76.578000	39.267000
-68.205000	44.391600
-68.205000	44.391600
-125.140000	48.840000
-5.670000	54.660000
147.338000	-42.892300
-71.092154	18.208137
-61.820600	17.590700
-61.820600	17.590700
2.165700	41.341770
-4.050000	52.720000
145.915000	-41.050100
12.903333	55.756389
-62.709733	17.290033
35.656410	34.251560
-128.140000	52.160000
-64.695000	32.370000
-64.695000	32.370000
-82.257703	9.350921
-48.496339	-1.442244
-76.670000	34.720000
-76.670000	34.720000
115.216600	-8.766600
-73.181600	41.173300
-73.181600	41.173300
-3.045130	43.351530
125.190431	1.438944
-63.092617	18.171086
57.710950	-20.444133
-73.737021	-40.581105
-73.737021	-40.581105
-64.676173	32.380090
-64.875617	32.278308
27.423453	37.032170
27.424770	37.031054
-71.051600	42.355000
-6.338130	36.802210
17.318611	60.738611
6.749444	53.557500
-1.514830	43.527300
-1.514830	43.527300
1.577460	50.727500
1.577460	50.727500
-1.870000	50.710000
-72.057860	-34.687306
-72.057860	-34.687306
26.075859	39.835741
32.941311	36.097420
-4.500000	48.380000
11.404722	58.336111
122.218600	-18.000800
-158.119300	21.321800
3.547725	51.401400
-74.020000	40.700000
-74.020000	40.700000
-69.019614	12.187331
100.396191	-1.029661
129.037500	35.093056
-77.080800	3.890600
-77.080800	3.890600
-88.082020	16.802830
-79.769889	19.743211
-6.280612	36.542140
-81.089491	19.312283
-81.383394	19.295086
1.867720	50.969400
1.867720	50.969400
-80.104108	19.667867
-70.824719	-27.064605
-70.824719	-27.064605
-77.166800	-12.069000
-61.195500	13.129912
-90.594916	19.811985
-72.193371	19.759303
-1.899590	36.974300
-0.980000	37.570000
-75.536900	10.391400
-9.415384	38.693158
-9.903400	51.649600
-76.068300	38.573300
-76.068300	38.573300
-91.836150	18.636050
-97.216700	27.580000
-97.216700	27.580000
-86.760000	15.790000
9.350146	42.966904
9.350146	42.966904
-5.311585	35.895906
-5.316600	35.900000
-124.321700	43.345000
-124.321700	43.345000
80.300000	13.100000
-1.630000	49.650000
-1.630000	49.650000
-92.401383	14.712300
142.190000	27.090000
-176.368800	-44.024700
-70.633759	-26.351758
-70.633759	-26.351758
-122.758000	48.863000
-122.758000	48.863000
105.669300	-10.429400
171.433800	-41.903200
91.825000	22.333300
151.898242	7.453683
109.000000	-7.750000
3.828154	39.987588
-90.405121	20.864506
-74.066000	-52.960000
-74.066000	-52.960000
-74.960000	38.968300
-74.960000	38.968300
96.891900	-12.116700
76.260000	9.960000
-87.047830	5.556083
-83.067778	12.327222
79.850000	6.950000
-72.957142	-36.537970
-72.957142	-36.537970
79.850383	6.940600
-3.907380	47.873700
-3.907380	47.873700
-72.457981	-35.356061
-72.457981	-35.356061
-71.335239	-29.949693
-71.335239	-29.949693
-8.389380	43.357270
-145.753000	60.558000
-145.753000	60.558000
19.910000	39.790000
-87.167500	12.483333
22.936500	37.945200
-73.427480	-39.886595
-73.427480	-39.886595
-8.400000	43.366600
-76.205277	9.409167
176.231676	-40.899290
-93.342900	29.768200
-125.250000	50.040000
-124.183000	41.745000
-124.183000	41.745000
-73.151731	-37.028605
-73.151731	-37.028605
1.300000	52.930000
28.600000	44.160000
-73.758181	-42.480894
-73.758181	-42.480894
-65.302800	18.300800
-65.302800	18.300800
120.483333	18.016667
113.396900	-24.220600
8.717500	53.867778
-82.832000	27.978000
-82.832000	27.978000
-67.210000	44.656667
-67.210000	44.656667
-17.420000	14.676000
130.845800	-12.471900
125.662900	7.153700
158.200100	6.980600
6.932970	53.326611
4.743423	52.963675
-65.914694	-47.753578
-61.795910	16.305290
-61.072480	16.302890
-88.100000	30.200000
56.269000	25.649000
-1.860000	49.550000
-1.860000	49.550000
1.085000	49.930000
1.085000	49.930000
1.409260	51.223790
1.320000	51.110000
-75.746600	36.183300
2.366698	51.048090
2.366698	51.048090
57.720000	19.660000
-166.533300	53.883330
-166.533300	53.883330
45.258300	-12.783000
45.258300	-12.783333
17.642778	59.184722
-109.439426	-27.154850
-109.439426	-27.154850
-136.343300	58.193300
-136.343300	58.193300
-78.949180	9.558270
-66.985000	44.903300
-66.985000	44.903300
27.845177	40.389874
34.327930	36.611118
121.895400	-33.870900
3.274687	51.997699
-3.423583	50.617383
-65.631100	18.333600
12.489444	56.891944
-81.465000	30.672000
-81.465000	30.672000
-8.325820	43.462850
-8.248510	43.476180
147.058400	-19.277300
105.669400	-10.429400
6.933767	43.483532
6.933767	43.483532
-4.980000	52.010000
-81.870000	26.650000
-81.870000	26.650000
179.195200	-8.502500
1.419030	38.734660
18.210833	60.408611
-38.466700	-3.716667
4.892930	43.404900
4.892930	43.404900
-80.902000	32.033000
-80.902000	32.033000
-122.465000	37.807000
-122.465000	37.807000
-166.283000	23.867000
-61.063333	14.601667
-61.063333	14.601667
-13.858220	28.492510
-13.856389	28.498056
139.930000	40.650000
21.230556	64.915833
-178.160225	-14.296023
-61.001950	10.138733
-134.968888	-23.117774
-0.151390	38.995210
73.151700	-0.686700
-16.752875	28.373376
72.393875	-7.290336
175.488900	-36.189000
153.432600	-27.938700
-81.383484	19.295065
-5.350000	36.130000
-5.698350	43.558030
-89.956700	29.263300
178.022877	-38.675410
12.010000	57.789722
11.908889	57.696667
25.893610	40.231392
11.771246	57.691316
11.986944	57.723056
11.790556	57.684722
114.564700	-28.763100
-94.793000	29.310000
-70.209174	-52.648185
-70.209174	-52.648185
136.415800	-13.860000
-66.766697	18.005219
144.652000	13.438000
62.339378	25.112194
34.882600	32.472330
35.007042	32.822454
94.317600	16.000400
140.720000	41.780000
12.842500	56.649722
145.570000	43.280000
73.166700	6.766700
5.410973	53.175564
-120.666660	34.466660
1.290000	51.950000
0.572850	50.850883
